"id","name","meaning","start_pos","end_pos","assumed_comma","type","default_value","cnab_line_id/id","notes","sending_dynamic_content","content_source_field","return_dynamic_content","content_dest_field","cnab_group_id/id"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_segmento_o_231_240","OCORRENCIAS","CODIGOS DE OCORRENCIA","231","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_segmento_o","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_1_3","CODIGO DO BANCO","CODIGO BANCO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_4_7","CODIGO DO LOTE","LOTE DE SERVICO","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","seq_batch","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_8_8","TIPO DE REGISTRO","REGISTRO TRAILER DE LOTE","8","8","0","num","5","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_9_17","BRANCOS","COMPLEMENTO DE REGISTRO","9","17","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_18_23","TOTAL QTDE REGISTROS","QTDE REGISTROS DO LOTE","18","23","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","qty_records","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_24_41","VALOR TOTAL","VALOR TOTAL DOS PAGAMENTOS","24","41","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","sum(line.amount_currency for line in batch_detail_lines)","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_42_59","BRANCOS","COMPLEMENTO DE REGISTRO","42","59","0","alpha","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_60_230","BRANCOS","COMPLEMENTO DE REGISTRO","60","230","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer_231_240","OCORRENCIAS","CODIGOS DE OCORRENCIA","231","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_com_bc_trailer","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_1_3","CODIGO DO BANCO","CODIGO DO BANCO NA COMPENSACAO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_partner_bank_id.bank_id.code_bc","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_4_7","LOTE DE SERVICO","NUMERO DO LOTE","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","seq_batch","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_8_8","TIPO DE REGISTRO","REGISTRO HEADER DE LOTE","8","8","0","num","1","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_9_9","TIPO DE OPERACAO","TIPO DA OPERACAO","9","9","0","alpha","C","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_10_11","FORMA DE PAGAMENTO","FORMA DE PAGAMENTO","10","11","0","num","01","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","01=Pagamento de tributos","payment_way_code","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_12_13","FINALIDADE DO ARQUIVO","FINALIDADE DO ARQUIVO","12","13","0","num","31","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","31=Pagamento de tributos sem banco correspondente","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_14_16","LAYOUT DO LOTE","VERSAO DO LAYOUT","14","16","0","num","030","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","030=Versao atual","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_17_17","BRANCOS","COMPLEMENTO DE REGISTRO","17","17","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_18_18","TIPO INSCRICAO","TIPO DE INSCRICAO DA EMPRESA","18","18","0","num","2","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","1=CPF 2=CNPJ","2","company_id.is_company","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_19_32","NUMERO INSCRICAO","CNPJ OU CPF DA EMPRESA","19","32","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.cnpj_cpf","","cnpj_cpf",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_33_52","CONVENIO","CODIGO DO CONVENIO NO BANCO","33","52","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","cnab_config_id.cnab_company_bank_code","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_53_57","AGENCIA","AGENCIA MANTENEDORA DA CONTA","53","57","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_partner_bank_id.bra_number","","bra_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_58_58","DIGITO AGENCIA","DIGITO DA AGENCIA","58","58","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_partner_bank_id.bra_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_59_70","CONTA","NUMERO DA CONTA CORRENTE","59","70","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_partner_bank_id.acc_number","","bank_acc_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_71_71","DIGITO CONTA","DIGITO DA CONTA","71","71","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_partner_bank_id.acc_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_72_72","DIGITO AG/CONTA","DIGITO DA AGENCIA/CONTA","72","72","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_73_102","NOME DA EMPRESA","RAZAO SOCIAL DA EMPRESA","73","102","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.legal_name","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_103_132","MENSAGEM","MENSAGEM PARA O FAVORECIDO","103","132","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_133_142","HISTORICO C/C","HISTORICO PARA O EXTRATO","133","142","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_143_172","ENDERECO","LOGRADOURO DA EMPRESA","143","172","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.street","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_173_177","NUMERO","NUMERO DO ENDERECO","173","177","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.street_number","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_178_192","COMPLEMENTO","COMPLEMENTO DO ENDERECO","178","192","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.street2","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_193_212","CIDADE","CIDADE DA EMPRESA","193","212","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.city_id.name","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_213_220","CEP","CEP DA EMPRESA","213","220","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.zip","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_221_222","UF","ESTADO DA EMPRESA","221","222","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","company_id.state_id.code","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_223_230","BRANCOS","COMPLEMENTO DE REGISTRO","223","230","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header_231_240","OCORRENCIAS","CODIGOS DE OCORRENCIA","231","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_1_3","CODIGO DO BANCO","CODIGO DO BANCO NA COMPENSACAO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_bank_id.bank_id.code_bc","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_4_7","LOTE DE SERVICO","NUMERO DO LOTE","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","seq_batch","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_8_8","TIPO DE REGISTRO","TIPO DE REGISTRO","8","8","0","num","3","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","record_type",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_9_13","Nº REGISTRO","NUMERO SEQUENCIAL DO REGISTRO","9","13","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","seq_record_detail","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_14_14","SEGMENTO","CODIGO DO SEGMENTO","14","14","0","alpha","N","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","segment",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_15_15","TIPO DE MOVIMENTO","TIPO DE MOVIMENTO","15","15","0","num","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","move_type_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_16_17","CODIGO DA INSTRUCAO","CODIGO DA INSTRUCAO PARA MOVIMENTO","16","17","0","num","00","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","instruction_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_18_20","CAMARA","CODIGO DA CAMARA COMPENSADORA","18","20","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","cnab_payment_way_id.clearinghouse_code","","centralizing_chamber_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_21_23","BANCO FAVORECIDO","CODIGO DO BANCO FAVORECIDO","21","23","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_bank_id.bank_id.code_bc","","partner_bank_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_24_28","AGENCIA","AGENCIA DO FAVORECIDO","24","28","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_bank_id.bra_number","","partner_bank_branch",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_29_29","DIGITO AGENCIA","DIGITO DA AGENCIA","29","29","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_bank_id.bra_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_30_41","CONTA","CONTA DO FAVORECIDO","30","41","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_bank_id.acc_number","","partner_bank_account",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_42_42","DIGITO CONTA","DIGITO DA CONTA","42","42","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_bank_id.acc_number_dig","","partner_bank_account_dac",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_43_43","DIGITO AG/CONTA","DIGITO AGENCIA/CONTA","43","43","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_44_73","NOME DO FAVORECIDO","NOME DO FAVORECIDO","44","73","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","partner_id.name","","partner_name",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_74_93","SEU NUMERO","NUMERO DO DOCUMENTO","74","93","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","name","","your_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_94_101","DATA DE PAGAMENTO","DATA PARA EFETIVACAO DO PAGAMENTO","94","101","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","DDMMAAAA","time.strftime(""%d%m%y"")","","datetime.strptime(content,""%d%m%y"")","expected_payment_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_102_104","MOEDA","TIPO DA MOEDA","102","104","0","alpha","BRL","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","currency_type",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_105_119","VALOR DO PAGAMENTO","VALOR DO PAGAMENTO","105","119","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","amount_currency","","title_value",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_120_134","NOSSO NUMERO","NOSSO NUMERO","120","134","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","own_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_135_154","BRANCOS","USO EXCLUSIVO FEBRABAN/CNAB","135","154","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_155_162","DATA EFETIVA","DATA REAL DA EFETIVACAO","155","162","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","real_payment_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_163_177","VALOR EFETIVO","VALOR REAL DO PAGAMENTO","163","177","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","payment_value",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_178_187","CODIGO DE BARRAS","CODIGO DE BARRAS DO DOCUMENTO","178","187","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","barcode","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_188_195","VENCIMENTO","DATA DE VENCIMENTO DO DOCUMENTO","188","195","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","DDMMAAAA","time.strftime(""%d%m%Y"")","","datetime.strptime(content,""%d%m%Y"")","due_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_196_215","VALOR DO DOCUMENTO","VALOR DO DOCUMENTO","196","215","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","amount_currency","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_216_230","NOSSO NUMERO","NOSSO NUMERO (BANCO)","216","230","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","own_number_bank",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n_231_240","OCORRENCIAS","CODIGOS DE OCORRENCIA","231","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_n","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_1_3","CODIGO DO BANCO","CODIGO DO BANCO NA COMPENSACAO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_bank_id.bank_id.code_bc","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_4_7","LOTE DE SERVICO","NUMERO DO LOTE","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","seq_batch","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_8_8","TIPO DE REGISTRO","TIPO DE REGISTRO","8","8","0","num","3","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","record_type",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_9_13","Nº REGISTRO","NUMERO SEQUENCIAL DO REGISTRO","9","13","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","seq_record_detail","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_14_14","SEGMENTO","CODIGO DO SEGMENTO","14","14","0","alpha","B","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","segment",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_15_17","FINALIDADE COMERCIAL","FINALIDADE COMERCIAL DO PAGAMENTO","15","17","0","num","35","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","cnab_payment_way_id.code","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_18_20","CAMARA","CODIGO DA CAMARA COMPENSADORA","18","20","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","cnab_payment_way_id.clearinghouse_code","","centralizing_chamber_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_21_23","BANCO FAVORECIDO","CODIGO DO BANCO FAVORECIDO","21","23","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_bank_id.bank_id.code_bc","","partner_bank_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_24_28","AGENCIA","AGENCIA DO FAVORECIDO","24","28","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_bank_id.bra_number","","partner_bank_branch",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_29_29","DIGITO AGENCIA","DIGITO DA AGENCIA","29","29","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_bank_id.bra_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_30_41","CONTA","CONTA DO FAVORECIDO","30","41","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_bank_id.acc_number","","partner_bank_account",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_42_42","DIGITO CONTA","DIGITO DA CONTA","42","42","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_bank_id.acc_number_dig","","partner_bank_account_dac",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_43_43","DIGITO AG/CONTA","DIGITO AGENCIA/CONTA","43","43","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_44_73","NOME DO FAVORECIDO","NOME DO FAVORECIDO","44","73","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","partner_id.name","","partner_name",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_74_93","SEU NUMERO","NUMERO DO DOCUMENTO","74","93","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","name","","your_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_94_101","DATA DE PAGAMENTO","DATA PARA EFETIVACAO DO PAGAMENTO","94","101","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","DDMMAAAA","content.strftime(""%d%m%Y"") if content else time.strftime(""%d%m%Y"")","date","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","expected_payment_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_102_104","MOEDA","TIPO DA MOEDA","102","104","0","alpha","BRL","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","currency_type",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_105_119","VALOR DO PAGAMENTO","VALOR DO PAGAMENTO","105","119","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","amount_currency","","title_value",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_120_134","NOSSO NUMERO","NOSSO NUMERO","120","134","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","own_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_135_154","BRANCOS","USO EXCLUSIVO FEBRABAN/CNAB","135","154","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_155_162","DATA EFETIVA","DATA REAL DA EFETIVACAO","155","162","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","real_payment_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_163_177","VALOR EFETIVO","VALOR REAL DO PAGAMENTO","163","177","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","payment_value",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_178_217","FINALIDADE","INFORMACOES COMPLEMENTARES","178","217","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","communication","","additional_info",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_218_219","FINALIDADE DOC E STATUS FUNCIONÁRIO","FINALIDADE DO DOC E STATUS DO FUNCIONÁRIO NA EMPRESA","218","219","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","doc_purpose",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_220_224","FINALIDADE TED","FINALIDADE DA TED","220","224","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","ted_finality_code","","ted_purpose",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_225_229","BRANCOS","COMPLEMENTO DE REGISTRO","225","229","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_230_230","AVISO","AVISO AO FAVORECIDO","230","230","0","num","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","partner_notification",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_231_232","OCORRÊNCIA 01","CÓDIGO OCORRÊNCIAS NO RETORNO","231","232","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","occurrence_code_1",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b_233_234","OCORRÊNCIA 02","CÓDIGO OCORRÊNCIAS NO RETORNO","233","234","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_tributo_sem_bc_segmento_b","","","","","occurrence_code_2",""
