"id","name","meaning","start_pos","end_pos","assumed_comma","type","default_value","cnab_line_id/id","notes","sending_dynamic_content","content_source_field","return_dynamic_content","content_dest_field","cnab_group_id/id"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_1_3","CODIGO DO BANCO","CODIGO DO BANCO NA COMPENSACAO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_4_7","LOTE DE SERVICO","NUMERO DO LOTE","4","7","0","num","0000","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_8_8","TIPO DE REGISTRO","TIPO DE REGISTRO","8","8","0","num","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_9_17","BRANCOS","USO EXCLUSIVO FEBRABAN","9","17","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_18_18","TIPO INSCRICAO","TIPO DE INSCRICAO DA EMPRESA","18","18","0","num","2","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","1=CPF 2=CNPJ","","","company_id.is_company","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_19_32","NUMERO INSCRICAO","NUMERO DE INSCRICAO DA EMPRESA","19","32","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","company_id.cnpj_cpf","","cnpj_cpf",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_33_41","CONVENIO BB1","NUMERO DO CONVENIO","33","41","0","num","000000000","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","cnab_config_id.cnab_company_bank_code","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_42_45","CONVENIO BB2","CODIGO DO CONVENIO","42","45","0","num","0126","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_46_50","BRANCOS","USO EXCLUSIVO FEBRABAN","46","50","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_51_52","PRODUCAO/TESTE","EM PRODUCAO = BRANCOS / EM TESTE = 'TS'","51","52","0","alpha","  ","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_53_57","AGENCIA","AGENCIA MANTENEDORA DA CONTA","53","57","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","company_partner_bank_id.bra_number","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_58_58","DIGITO AGENCIA","DIGITO DA AGENCIA","58","58","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","company_partner_bank_id.bra_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_59_70","CONTA","NUMERO DA CONTA CORRENTE","59","70","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","company_partner_bank_id.acc_number","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_71_71","DIGITO CONTA","DIGITO DA CONTA","71","71","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","company_partner_bank_id.acc_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_72_72","DIGITO AG/CONTA","DIGITO AGENCIA/CONTA","72","72","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_73_102","NOME EMPRESA","NOME DA EMPRESA","73","102","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","company_id.legal_name","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_103_132","NOME BANCO","NOME DO BANCO","103","132","0","alpha","BANCO DO BRASIL","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_133_142","BRANCOS","USO EXCLUSIVO FEBRABAN","133","142","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_143_143","COD REMESSA","CODIGO REMESSA/RETORNO","143","143","0","num","1","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","1=Remessa 2=Retorno","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_144_151","DATA GERACAO","DATA DE GERACAO DO ARQUIVO","144","151","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","DDMMAAAA","time.strftime(""%d%m%Y"")","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_152_157","HORA GERACAO","HORA DE GERACAO DO ARQUIVO","152","157","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","HHMMSS","time.strftime(""%H%M%S"")","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_158_163","NUMERO ARQUIVO","NUMERO SEQUENCIAL DO ARQUIVO","158","163","0","num","000001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","seq_record_detail","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_164_166","VERSAO LAYOUT","VERSAO DO LAYOUT DO ARQUIVO","164","166","0","num","081","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_167_171","DENSIDADE","DENSIDADE DE GRAVACAO","167","171","0","num","01600","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_172_191","BRANCOS","USO EXCLUSIVO FEBRABAN","172","191","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_192_211","BRANCOS","USO EXCLUSIVO FEBRABAN","192","211","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_header_212_240","BRANCOS","USO EXCLUSIVO FEBRABAN","212","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_1_3","CODIGO DO BANCO","CODIGO DO BANCO NA COMPENSACAO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_partner_bank_id.bank_id.code_bc","","partner_bank_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_4_7","LOTE DE SERVICO","NUMERO DO LOTE","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","seq_batch","","","batch_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_8_8","TIPO DE REGISTRO","TIPO DE REGISTRO","8","8","0","num","1","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_9_9","TIPO DE OPERACAO","TIPO DA OPERACAO","9","9","0","alpha","C","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","C=CREDITO","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_10_11","TIPO DE PAGAMENTO","FORMA DE PAGAMENTO","10","11","0","num","98","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","20=Pagar Fornecedor 30=Salário 98=Diversos","payment_way_code","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_12_13","FORMA DE PAGAMENTO","FORMA DE PAGAMENTO","12","13","0","num","01","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","01=Credito em Conta 41=TED Outra Titularidade","payment_way_code","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_14_16","LAYOUT DO LOTE","VERSAO DO LAYOUT DO LOTE","14","16","0","num","030","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_17_17","BRANCOS","USO EXCLUSIVO FEBRABAN","17","17","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_18_18","TIPO INSCRICAO","TIPO DE INSCRICAO DA EMPRESA","18","18","0","num","2","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","1=CPF 2=CNPJ","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_19_32","NUMERO INSCRICAO","NUMERO DE INSCRICAO DA EMPRESA","19","32","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_id.cnpj_cpf","","cnpj_cpf",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_33_41","CONVENIO BB1","NUMERO DO CONVENIO","33","41","0","num","000000000","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","cnab_config_id.cnab_company_bank_code","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_42_45","CONVENIO BB2","CODIGO DO CONVENIO","42","45","0","num","0126","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_46_50","BRANCOS","USO EXCLUSIVO FEBRABAN","46","50","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_51_52","PRODUCAO/TESTE","EM PRODUCAO = BRANCOS / EM TESTE = 'TS'","51","52","0","alpha","  ","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_53_57","AGENCIA","AGENCIA MANTENEDORA DA CONTA","53","57","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_partner_bank_id.bra_number","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_58_58","DIGITO AGENCIA","DIGITO DA AGENCIA","58","58","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_partner_bank_id.bra_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_59_70","CONTA","NUMERO DA CONTA CORRENTE","59","70","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_partner_bank_id.acc_number","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_71_71","DIGITO CONTA","DIGITO DA CONTA","71","71","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_partner_bank_id.acc_number_dig","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_72_72","DIGITO AG/CONTA","DIGITO AGENCIA/CONTA","72","72","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_73_102","NOME EMPRESA","NOME DA EMPRESA","73","102","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","company_id.legal_name","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_103_132","MENSAGEM 1","MENSAGEM PARA O EXTRATO DO FAVORECIDO","103","132","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_133_142","MENSAGEM 2","MENSAGEM PARA O EXTRATO DO FAVORECIDO","133","142","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_143_172","NUMERO REMESSA","NUMERO DA REMESSA","143","172","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","seq_batch","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_173_177","DATA DE GERACAO","DATA DE GERACAO DO ARQUIVO","173","177","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","DDMMA","time.strftime(""%d%m%y"")","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_178_192","VALOR TOTAL","VALOR TOTAL DO LOTE","178","192","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","sum(line.amount_currency for line in batch_detail_lines)","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header_193_240","BRANCOS","USO EXCLUSIVO BANCO","193","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_header","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_1_3","CODIGO DO BANCO","CODIGO DO BANCO NA COMPENSACAO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.bank_id.code_bc","","partner_bank_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_4_7","LOTE DE SERVICO","NUMERO DO LOTE","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","seq_batch","","","batch_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_8_8","TIPO DE REGISTRO","TIPO DE REGISTRO","8","8","0","num","3","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","record_type",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_9_13","Nº REGISTRO","NUMERO SEQUENCIAL DO REGISTRO","9","13","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","seq_record_detail","","","seq_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_14_14","SEGMENTO","CODIGO DO SEGMENTO","14","14","0","alpha","A","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","segment",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_15_15","TIPO DE MOVIMENTO","TIPO DE MOVIMENTO","15","15","0","num","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","0=Inclusao 5=Alteracao 9=Exclusao","","","","move_type_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_16_17","CODIGO DA INSTRUCAO","CODIGO DA INSTRUCAO PARA MOVIMENTO","16","17","0","num","00","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","instruction_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_18_20","CAMARA","CODIGO DA CAMARA COMPENSADORA","18","20","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","cnab_payment_way_id.clearinghouse_code","","centralizing_chamber_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_21_23","BANCO FAVORECIDO","CODIGO DO BANCO FAVORECIDO","21","23","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.bank_id.code_bc","","partner_bank_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_24_28","AGENCIA","AGENCIA DO FAVORECIDO","24","28","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.bra_number","","partner_bank_branch","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_2_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_24_28_bb","ZEROS","COMPLEMENTO DE REGISTRO","24","28","0","num","00000","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_1_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_29_29","DIGITO AGENCIA","DIGITO DA AGENCIA","29","29","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.bra_number_dig","","","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_2_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_29_29_bb","BRANCOS","COMPLEMENTO DE REGISTRO","29","29","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_1_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_30_41","CONTA","CONTA DO FAVORECIDO","30","41","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.acc_number","","partner_bank_account","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_2_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_30_41_bb","CONTA","CONTA DO FAVORECIDO","30","41","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.acc_number","","partner_bank_account","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_1_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_42_42","DIGITO CONTA","DIGITO DA CONTA","42","42","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","partner_bank_id.acc_number_dig","","partner_bank_account_dac","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_2_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_42_42_bb","BRANCOS","COMPLEMENTO DE REGISTRO","42","42","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_1_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_43_43","DIGITO AG/CONTA","DIGITO AGENCIA/CONTA","43","43","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_2_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_43_43_bb","DIGITO AG/CONTA","DIGITO AGENCIA/CONTA","43","43","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","","l10n_br_cnab_structure_payment_bb.cnab_line_field_group_1_bb"
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_44_73","NOME DO FAVORECIDO","NOME DO FAVORECIDO","44","73","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","cnab_beneficiary_name","","partner_name",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_74_93","SEU NUMERO","NUMERO DO DOCUMENTO","74","93","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","name","","your_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_94_101","DATA DE PAGAMENTO","DATA PARA EFETIVACAO DO PAGAMENTO","94","101","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","DDMMAAAA","content.strftime(""%d%m%Y"") if content else time.strftime(""%d%m%Y"")","date","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","expected_payment_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_102_104","MOEDA","TIPO DA MOEDA","102","104","0","alpha","BRL","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","currency_type",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_105_119","QUANTIDADE MOEDA","QUANTIDADE DE MOEDA","105","119","0","num","000000000000000","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_120_134","VALOR DO PAGAMENTO","VALOR DO PAGAMENTO","120","134","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","amount_currency","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_135_154","BRANCOS","USO EXCLUSIVO FEBRABAN/CNAB","135","154","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_155_162","DATA EFETIVA","DATA REAL DA EFETIVACAO","155","162","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","datetime.strptime(content,""%d%m%Y"") if content != ""00000000"" else False","real_payment_date",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_163_177","VALOR EFETIVO","VALOR REAL DO PAGAMENTO","163","177","2","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","payment_value",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_178_217","FINALIDADE","INFORMACOES COMPLEMENTARES","178","217","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","communication","","additional_info",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_218_219","FINALIDADE DOC E STATUS FUNCIONÁRIO","FINALIDADE DO DOC E STATUS DO FUNCIONÁRIO NA EMPRESA","218","219","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","company_title_identification",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_220_224","FINALIDADE TED","FINALIDADE DA TED","220","224","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","ted_finality_code","","ted_purpose",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_225_229","BRANCOS","COMPLEMENTO DE REGISTRO","225","229","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_230_230","AVISO","AVISO AO FAVORECIDO","230","230","0","num","0","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","partner_notification",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a_231_240","BRANCOS","USO EXCLUSIVO FEBRABAN/CNAB","231","240","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_a","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_1_3","BANCO","CÓDIGO NO BANCO DA COMPENSAÇÃO","1","3","0","num","001","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_bank_id.bank_id.code_bc","","bank_code",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_4_7","LOTE","LOTE DE SERVIÇO","4","7","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","seq_batch","","","batch_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_8_8","REGISTRO","TIPO DE REGISTRO","8","8","0","num","3","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_9_13","Nº DO REGISTRO","NÚMERO SEQUENCIAL DO REGISTRO","9","13","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","seq_record_detail","","","record_number",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_14_14","SEGMENTO","CÓDIGO DE SEGMENTO","14","14","0","alpha","B","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_15_17","CNAB","USO EXCLUSIVO FEBRABAN/CNAB","15","17","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_18_18","TIPO INSCRIÇÃO","TIPO DE INSCRIÇÃO DO FAVORECIDO","18","18","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","1 = CPF 2 = CNPJ","""2"" if content else ""1""","partner_id.is_company","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_19_32","NÚMERO INSCRIÇÃO","NÚMERO DE INSCRIÇÃO DO FAVORECIDO","19","32","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.cnpj_cpf","","cnpj_cpf",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_33_62","LOGRADOURO","NOME DA RUA, AV, PÇA, ETC","33","62","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.street_name","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_63_67","NÚMERO","NÚMERO DO LOCAL","63","67","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.street_number","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_68_82","COMPLEMENTO","CASA, APTO, ETC","68","82","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.street2","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_83_97","BAIRRO","NOME DO BAIRRO","83","97","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.district","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_98_117","CIDADE","NOME DA CIDADE","98","117","0","alpha","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.city_id.name","","",""
"l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b_118_122","CEP","CEP","118","122","0","num","","l10n_br_cnab_structure_payment_bb.cnab_bb_240_pagamentos_segmento_b","","","partner_id.zip","","zip",""
